plot_id,tree_id,stem_id,survey_id,recorded_local_name,species_name,dbh,pom,dead,stump,cut,fallen,broken,inclining,pcent_missing,stump_height_m,observations
HCN_CF10,10CF/tree[178],10CF/tree[178]/stem[3],5,simbiri,Androstachys johnsonii,12.9,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[178],10CF/tree[178]/stem[4],5,simbiri,Androstachys johnsonii,6.5,1.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[178],10CF/tree[178]/stem[5],5,simbiri,Androstachys johnsonii,6.3,1.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[178],10CF/tree[178]/stem[6],5,simbiri,Androstachys johnsonii,15.6,1.3,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[178],10CF/tree[178]/stem[7],5,simbiri,Androstachys johnsonii,9.2,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[179],10CF/tree[179]/stem[1],5,simbiri,Androstachys johnsonii,6.2,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[179],10CF/tree[179]/stem[2],5,simbiri,Androstachys johnsonii,7.8,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[18],10CF/tree[18]/stem[1],5,simbiri,Androstachys johnsonii,8,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[180],10CF/tree[180]/stem[1],5,simbiri,Androstachys johnsonii,6.7,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
HCN_CF10,10CF/tree[181],10CF/tree[181]/stem[1],5,simbiri,Androstachys johnsonii,9.3,1.3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,,
